num_client;numero_commande;date;montant_des_produits;remise_sur_produits;montant_livraison;remise_sur_livraison;montant_total_paye
ID_147302;321565;10/12/2021;101.8;;4.7;-4.7;101.8
ID_147302;358178;31/01/2022;137.8;;29.99;;167.79
ID_147302;381837;20/06/2022;135;-15;19.5;;139.5
ID_147514;312536;29/06/2021;59;;8;;67
ID_147514;379139;01/06/2022;78;;7.49;;85.49
ID_147549;351109;11/01/2022;25;;4.49;;29.49
ID_147549;407174;06/12/2022;39;;5.2;;44.2
ID_147614;299671;11/04/2021;105;;19.49;;124.49
ID_147614;341091;19/11/2021;57;;8;;65
ID_147614;368010;25/03/2022;51.25;;6.49;;57.74
ID_147614;378216;26/05/2022;50;;6.99;;56.99
ID_147640;303107;04/05/2021;85;;8;;93
ID_147640;303118;04/05/2021;101;;9.6;;110.6
ID_147640;305421;20/05/2021;638;;29.99;;667.99
ID_147640;306248;26/05/2021;125;-15;45.49;-6;149.49
ID_147640;310330;19/06/2021;162.5;;20;;182.5
ID_147640;313776;03/07/2021;222;;9.6;;231.6
ID_147640;313886;04/07/2021;129;;12.99;;141.99
ID_147719;373112;14/04/2022;89;;12.25;;101.25
ID_147719;394597;11/09/2022;21.5;;5.2;;26.7
ID_147964;302979;03/05/2021;41;;6.8;;47.8
ID_147964;344816;02/12/2021;39;;6.8;;45.8
ID_148150;291249;26/02/2021;175;;37;;212
ID_148394;291065;26/02/2021;135;;19.49;;154.49
ID_148394;296524;28/03/2021;66.9;;5.99;;72.89
ID_148394;308193;05/06/2021;;;;;
ID_148394;334933;02/11/2021;749;;58;;807
ID_148394;357525;29/01/2022;150;;19.49;;169.49
ID_148442;356869;28/01/2022;29;;12.99;;41.99
ID_148442;373824;19/04/2022;8.5;;6.99;;15.49
ID_148442;391667;07/12/2022;45;;6.5;;51.5
ID_148450;296461;28/03/2021;58.5;;8;;66.5
ID_148513;352465;16/01/2022;121.3;;28.8;;150.1
ID_148513;352500;16/01/2022;82.5;;22.4;;104.9
ID_148513;354744;21/01/2022;13;;19.2;;32.2
ID_148696;291146;26/02/2021;170;-10;19.49;;179.49
ID_148818;325986;11/09/2021;310;;9.99;-9.99;310
ID_148818;352222;15/01/2022;33;-6.6;6.49;-0.5;32.39
ID_148818;352227;15/01/2022;134.7;-26.94;12.99;;120.75
ID_148818;352475;16/01/2022;51;-10.2;10.49;-0.5;50.79
ID_148889;281862;21/01/2021;110.9;-22.18;5.99;;94.71
ID_148889;288678;13/02/2021;46.5;;3.99;;50.49
ID_148889;291993;28/02/2021;25.5;;5.49;-5.49;25.5
ID_148889;300870;16/04/2021;12.5;;4.7;;17.2
ID_148889;313369;01/07/2021;69;;5.99;;74.99
ID_148992;291205;26/02/2021;175;;29.99;;204.99
ID_149003;326525;13/09/2021;42.5;;12.99;-12.99;42.5
ID_149107;279048;11/01/2021;68.5;;8;;76.5
ID_149107;292155;01/03/2021;69;;8;;77
ID_149107;303613;07/05/2021;15;;6.8;;21.8
ID_149107;313630;02/07/2021;34.95;;8;;42.95
ID_149107;343115;25/11/2021;89;;19.49;;108.49
ID_149107;343126;25/11/2021;39.95;;6.8;;46.75
ID_149107;350975;11/01/2022;39;;9.6;;48.6
ID_149235;320863;06/12/2021;29;;4.49;;33.49
ID_149365;276720;03/01/2021;231;;3.99;;234.99
ID_149365;293488;11/03/2021;56;;4.49;;60.49
ID_149365;326514;13/09/2021;12.5;;6.8;;19.3
ID_149365;338342;12/11/2021;8;;4.49;;12.49
ID_149365;340434;18/11/2021;73.5;;5.99;;79.49
ID_149365;359246;03/02/2022;115;;6.49;;121.49
ID_149503;326522;13/09/2021;26;;4.49;;30.49
ID_149503;369504;02/04/2022;17.85;;6.99;;24.84
ID_149503;396895;27/09/2022;16;;7.49;;23.49
ID_149503;401949;08/11/2022;48;;6.5;;54.5
ID_149524;301672;23/04/2021;10;;6.8;;16.8
ID_149626;324947;04/09/2021;124;;4.49;;128.49
ID_149626;328769;23/09/2021;222.7;;12.99;;235.69
ID_149626;361919;14/02/2022;182;;5.99;;187.99
ID_149780;298029;04/04/2021;59.5;;8;;67.5
ID_149789;282825;24/01/2021;25;;6.8;;31.8
ID_149789;287683;11/02/2021;55;;4.99;;59.99
ID_149789;294250;14/03/2021;;;;;
ID_149789;310069;18/06/2021;279;;45.49;;324.49
ID_149789;374810;30/04/2022;35;;4.6;;39.6
ID_149833;282573;23/01/2021;25;;3.99;;28.99
ID_149833;283327;25/01/2021;45;-9;8;;44
ID_149833;289403;18/02/2021;10;;3.99;;13.99
ID_149833;343273;26/11/2021;18.9;;3.99;;22.89
ID_149927;315253;10/07/2021;39.5;;9.6;;49.1
ID_150025;295005;20/03/2021;26;;3.99;;29.99
ID_150025;407037;05/12/2022;39;;5.2;;44.2
ID_150032;310623;20/06/2021;280;;45.49;;325.49
ID_150197;327394;16/09/2021;790;;29.99;;819.99
ID_150197;348995;29/12/2021;540;-200;29.99;;369.99
ID_150260;349677;07/01/2022;22;;4.49;;26.49
ID_150260;361592;11/02/2022;120.3;-15;4.99;;110.29
ID_150260;361594;11/02/2022;88;;8.49;;96.49
ID_150443;323302;22/12/2021;33.5;;4.7;-4.7;33.5
ID_150443;391102;31/07/2022;30;;4.6;;34.6
ID_150456;320906;06/12/2021;52.1;;5.49;;57.59
ID_150456;354205;19/01/2022;163;;9.6;;172.6
ID_150547;327841;18/09/2021;14;;3.99;;17.99
ID_150547;334078;30/10/2021;31;;5.49;;36.49
ID_150547;334084;30/10/2021;24.5;;4.49;;28.99
ID_150547;372647;12/04/2022;49;;8.49;;57.49
ID_150632;279627;13/01/2021;109;;4.49;;113.49
ID_150632;326730;13/09/2021;87;;12.99;;99.99
ID_150632;331373;06/10/2021;147;-15;9.6;;141.6
ID_150762;363288;21/02/2022;130.5;;9.6;;140.1
ID_150818;325169;06/09/2021;17;;3.99;;20.99
ID_150818;331346;06/10/2021;36;;3.49;;39.49
ID_151045;279405;12/01/2021;450;;53.19;-53.19;450
ID_151045;289441;18/02/2021;450;-450;19.49;-19.49;
ID_151045;336072;04/11/2021;35;;4.7;;39.7
ID_151045;354232;19/01/2022;329;-60;12.99;;281.99
ID_151176;282564;23/01/2021;25;;6.8;;31.8
ID_151176;305060;18/05/2021;132;;9.6;;141.6
ID_151176;371228;07/04/2022;142;;7.49;;149.49
ID_151176;374307;25/04/2022;119;-15;9.49;;113.49
ID_151188;377263;15/05/2022;36;;7.49;;43.49
ID_151204;282742;23/01/2021;37.5;;8;;45.5
ID_151286;276722;03/01/2021;11.5;;6.8;;18.3
ID_151286;293748;12/03/2021;650;;50;;700
ID_151286;299077;09/04/2021;32.45;;6.8;;39.25
ID_151286;309691;14/06/2021;325;;29.99;;354.99
ID_151286;370887;06/04/2022;534;;100;;634
ID_151442;283878;27/01/2021;189.3;;12.8;;202.1
ID_151442;283885;27/01/2021;219;;11.2;;230.2
ID_151442;284678;31/01/2021;41.35;;8;;49.35
ID_151442;286250;06/02/2021;54;;8;;62
ID_151442;286265;06/02/2021;21;;11.2;;32.2
ID_151592;278050;09/01/2021;300;-20;53.19;;333.19
ID_151592;280099;15/01/2021;25;;12.99;;37.99
ID_151592;284244;29/01/2021;399;-15;29.99;;413.99
ID_151592;285455;02/02/2021;285;-15;29.99;;299.99
ID_151592;374352;26/04/2022;63;;10;;73
ID_151597;299430;11/04/2021;160;-25;19.49;;154.49
ID_151597;328820;24/09/2021;14.5;;8;;22.5
ID_151597;370079;03/04/2022;29.5;;8.49;;37.99
ID_152014;284945;01/02/2021;38.5;;6.8;;45.3
ID_152014;313684;03/07/2021;79;;6.8;;85.8
ID_152014;329278;26/09/2021;10;;8;;18
ID_152014;331526;07/10/2021;27.5;;6.8;;34.3
ID_152014;395301;15/09/2022;39;;8.49;;47.49
ID_152041;283814;27/01/2021;35;;4.7;;39.7
ID_152041;323677;25/12/2021;79.5;;8;;87.5
ID_152069;281408;21/01/2021;;;;;
ID_152069;312423;28/06/2021;59;;5.49;;64.49
ID_152069;341341;20/11/2021;47;;4.49;;51.49
ID_152069;351422;12/01/2022;55;;5.99;;60.99
ID_152222;303306;05/05/2021;90;;19.49;-19.49;90
ID_152222;306913;29/05/2021;;;;;
ID_152222;308808;08/06/2021;170;;29.99;;199.99
ID_152222;312920;30/06/2021;55;;19.49;;74.49
ID_152222;320708;05/12/2021;485;-65;45.49;;465.49
ID_152222;333149;20/10/2021;1240;-8;45.49;;1277.49
ID_152222;335990;04/11/2021;325;-15;19.49;;329.49
ID_152222;372749;13/04/2022;174;;19.5;-19.5;174
ID_152222;402616;10/11/2022;39;;4.6;;43.6
ID_152258;335074;03/11/2021;40;;3.99;;43.99
ID_152326;285296;02/02/2021;33.5;;6.8;;40.3
ID_152326;297384;01/04/2021;50;;5.99;;55.99
ID_152326;328595;22/09/2021;150;;19.49;;169.49
ID_152326;332328;13/10/2021;230.5;;12.8;;243.3
ID_152326;342707;24/11/2021;89;;19.49;;108.49
ID_152477;291330;26/02/2021;40;;4.49;-4.49;40
ID_152557;371162;07/04/2022;37.5;;8.49;;45.99
ID_152557;379051;31/05/2022;158;;29.5;-29.5;158
ID_152557;393705;30/12/2022;44;;10;;54
ID_152557;394476;08/09/2022;81;;12;;93
ID_152822;363215;21/02/2022;19;;4.49;;23.49
ID_152822;377254;15/05/2022;9;;4.6;;13.6
ID_152923;329608;27/09/2021;35;;4.99;;39.99
ID_152923;351116;11/01/2022;123.1;;19.49;-5.09;137.5
ID_152923;387852;10/07/2022;19;;8.5;;27.5
ID_152923;387858;10/07/2022;56.6;;8.5;;65.1
ID_152953;286276;06/02/2021;76.5;;5.49;;81.99
ID_152953;296816;29/03/2021;32;;8;;40
ID_152953;302346;29/04/2021;45;;3.99;;48.99
ID_152953;311941;27/06/2021;50;;11.2;;61.2
ID_153023;282869;24/01/2021;52.8;-10.56;8;;50.24
ID_153023;390756;27/07/2022;52.4;;8.49;;60.89
ID_153120;317950;23/07/2021;170;;29.99;;199.99
ID_153120;344475;01/12/2021;909;-20;29.99;-12.39;906.6
ID_153120;349545;06/01/2022;109;;6.8;;115.8
ID_153120;350880;10/01/2022;199;;29.99;-29.99;199
ID_153120;379116;31/05/2022;599;-20;69.99;;648.99
ID_153120;380142;07/06/2022;310;-20;31;;321
ID_153889;335922;04/11/2021;12.5;;3.49;;15.99
ID_153953;349160;31/12/2021;75;;3.99;;78.99
ID_153953;365905;08/03/2022;89;;4.99;;93.99
ID_153996;372643;12/04/2022;930;;55;-55;930
ID_153996;376799;11/05/2022;39;;8.49;;47.49
ID_154044;299723;11/04/2021;135;;19.49;;154.49
ID_154044;301750;23/04/2021;75;;;;75
ID_154138;298682;07/04/2021;10;;4.7;;14.7
ID_154138;298685;07/04/2021;18;;8;;26
ID_154138;311239;24/06/2021;35.9;;4.7;-4.7;35.9
ID_154138;395711;17/09/2022;466;;84.99;;550.99
ID_154164;304834;16/05/2021;159;;19.49;;178.49
ID_154164;327686;17/09/2021;95;;19.49;;114.49
ID_154164;372135;10/04/2022;84;;12.99;;96.99
ID_154164;372136;10/04/2022;49;;6.99;;55.99
ID_154164;402745;11/11/2022;137;;8.5;;145.5
ID_154167;278883;11/01/2021;144.5;;7.99;;152.49
ID_154167;282042;22/01/2021;145;-15;4.49;;134.49
ID_154167;291081;26/02/2021;350;;45.49;;395.49
ID_154167;363083;20/02/2022;40;;10.49;;50.49
ID_154167;390630;26/07/2022;74;;12;;86
ID_154167;397576;05/10/2022;44.5;;9.49;;53.99
ID_154167;399828;20/10/2022;103;-15;9.49;;97.49
ID_154181;297561;02/04/2021;59.5;;4.99;-4.99;59.5
ID_154181;313382;01/07/2021;24;;5.49;;29.49
ID_154358;289147;17/02/2021;27;;6.8;;33.8
ID_154473;297722;02/04/2021;59.5;;4.99;-4.99;59.5
ID_154473;404873;22/11/2022;59;;7.2;;66.2
ID_154613;319137;28/07/2021;9.9;;6.8;;16.7
ID_154613;340207;17/11/2021;14;;4.7;-4.7;14
ID_154613;343282;26/11/2021;24.45;;6.8;;31.25
ID_154613;348619;25/12/2021;15.95;;4.7;-4.7;15.95
ID_154613;348902;28/12/2021;55;;6.8;;61.8
ID_154613;361378;10/02/2022;25;;4.7;;29.7
ID_154744;311241;24/06/2021;29;;6.8;;35.8
ID_154744;326761;13/09/2021;;;;;
ID_154744;326971;14/09/2021;58;;8;;66
ID_154744;338142;11/11/2021;15;;6.8;;21.8
ID_154784;300576;14/04/2021;78;;6.8;;84.8
ID_154963;308399;05/06/2021;75;;3.99;;78.99
ID_154963;373265;15/04/2022;695;;32;-32;695
ID_155056;372859;13/04/2022;695;;32;-32;695
ID_155056;380791;12/06/2022;65;;5.99;;70.99
ID_155312;406657;04/12/2022;39;;5.2;;44.2
ID_155377;282153;22/01/2021;6.95;;3.99;;10.94
ID_155377;333580;25/10/2021;42;;3.99;;45.99
ID_155377;343659;27/11/2021;89;;19.49;;108.49
ID_155500;337989;11/11/2021;28;;3.49;;31.49
ID_155563;323363;22/12/2021;50;;4.99;;54.99
ID_155563;323366;22/12/2021;62.5;;4.99;;67.49
ID_155563;392119;12/12/2022;85;;17.4;;102.4
ID_155574;286238;06/02/2021;61;;8;;69
ID_155678;331362;06/10/2021;56;;4.49;;60.49
ID_155708;298803;07/04/2021;59.5;;4.99;-4.99;59.5
ID_155708;301381;20/04/2021;23.5;;8;;31.5
ID_155729;283646;26/01/2021;27;-5.4;4.49;;26.09
ID_155729;327812;17/09/2021;29;;4.49;;33.49
ID_155729;341860;22/11/2021;29;;4.49;;33.49
ID_155729;363812;23/02/2022;15.5;;3.99;;19.49
ID_155729;365368;04/03/2022;37.5;;3.99;;41.49
ID_155729;372778;13/04/2022;19;;4.6;;23.6
ID_155844;290252;23/02/2021;27.4;;4.99;-4.99;27.4
ID_155844;292402;03/03/2021;14;;4.99;;18.99
ID_156060;395701;17/09/2022;327;;;-29.5;327
ID_156112;364728;27/02/2022;53;;4.49;;57.49
ID_156112;405435;27/11/2022;13.5;;5.2;;18.7
ID_156432;306706;28/05/2021;95;;19.49;;114.49
ID_156432;342194;23/11/2021;29;;3.99;;32.99
ID_156432;342267;23/11/2021;22;;3.99;;25.99
ID_156432;373790;19/04/2022;20;;4.6;-4.6;20
ID_156441;365239;03/03/2022;59;;9.6;;68.6
ID_156441;375102;01/05/2022;119;;12;;131
ID_156441;382953;24/06/2022;19.5;;15.99;;35.49
ID_156459;288675;13/02/2021;58;;4.99;;62.99
ID_156459;324635;02/09/2021;72;;6.8;;78.8
ID_156585;354044;19/01/2022;38.4;;4.7;;43.1
ID_156615;358557;01/02/2022;27;;6.8;;33.8
ID_156655;294556;16/03/2021;30;;6.8;;36.8
ID_156700;318722;25/07/2021;47;;5.99;;52.99
ID_156720;306563;27/05/2021;74;;8;;82
ID_156720;320724;06/12/2021;60;;29.99;;89.99
ID_156720;404734;21/11/2022;152;;8.5;;160.5
ID_156720;405389;27/11/2022;47;;8.49;;55.49
ID_156830;364879;01/03/2022;29.5;;6.8;;36.3
ID_156865;310894;21/06/2021;55;;4.99;;59.99
ID_156865;350361;09/01/2022;97.3;;9.99;;107.29
ID_156865;353216;17/01/2022;81.5;-16.3;8.49;;73.69
ID_156865;364980;01/03/2022;104;;8;;112
ID_156867;292926;06/03/2021;20;;4.49;;24.49
ID_156875;349353;04/01/2022;141;;29.99;;170.99
ID_156875;352096;14/01/2022;37;;4.49;;41.49
ID_157921;297457;01/04/2021;14.5;;3.99;;18.49
ID_158124;325779;10/09/2021;39;;4.99;;43.99
ID_158149;281393;21/01/2021;29;;3.99;;32.99
ID_158230;304285;12/05/2021;12.5;;3.49;;15.99
ID_158230;323288;22/12/2021;118;-20;19.49;;117.49
ID_158268;288704;14/02/2021;54;;8;;62
ID_158268;290845;26/02/2021;150;-15;29.99;;164.99
ID_158268;299096;09/04/2021;70;;19.49;;89.49
ID_158268;307848;03/06/2021;188;;29.99;;217.99
ID_158268;311186;24/06/2021;118;;19.49;;137.49
ID_158284;325020;05/09/2021;56;;6.8;;62.8
ID_158284;374808;30/04/2022;49.9;;5.99;;55.89
ID_158411;284720;31/01/2021;70;;6.8;;76.8
ID_158493;297775;02/04/2021;73;;5.49;;78.49
ID_158493;297780;02/04/2021;59.5;;4.99;-4.99;59.5
ID_158493;305884;23/05/2021;116.5;;5.99;;122.49
ID_158493;305888;23/05/2021;61;;4.49;;65.49
ID_158493;310711;20/06/2021;29;;3.99;;32.99
ID_158600;311111;23/06/2021;130;;29.99;;159.99
ID_158600;385147;30/06/2022;18.5;;7.49;;25.99
ID_158619;300933;16/04/2021;75;;19.49;;94.49
ID_158619;338901;13/11/2021;64;;4.7;;68.7
ID_158674;287577;11/02/2021;515;;29.99;-29.99;515
ID_158674;309977;18/06/2021;19.5;-9.75;3.49;2.5;15.74
ID_158674;327614;17/09/2021;38;;3.99;;41.99
ID_158674;334613;01/11/2021;104.5;;19.49;-6.5;117.49
ID_158674;379768;05/06/2022;;;;;
ID_158809;306362;26/05/2021;59;;19.49;;78.49
ID_158983;327059;14/09/2021;15;;3.99;;18.99
ID_159207;297828;03/04/2021;700;-25;44;-44;675
ID_159207;304722;15/05/2021;599;-15;58;-58;584
ID_159207;307864;03/06/2021;384;-25;58;;417
ID_159207;312090;27/06/2021;657.5;-15;45.49;-45.49;642.5
ID_159207;318611;25/07/2021;178;-15;29.99;;192.99
ID_159207;318627;25/07/2021;490;-49;74.99;-74.99;441
ID_159207;323044;20/12/2021;115;-15;29.99;;129.99
ID_159211;302363;29/04/2021;35;;3.99;;38.99
ID_159211;397406;03/10/2022;17;;6.5;;23.5
ID_159673;339584;15/11/2021;16;;4.7;;20.7
ID_159673;366977;18/03/2022;61.5;;14.4;;75.9
ID_160003;308112;04/06/2021;32.5;;9.6;;42.1
ID_160003;309366;12/06/2021;33.5;;5.49;;38.99
ID_160205;291726;28/02/2021;15.5;;4.7;;20.2
ID_160323;283998;28/01/2021;55;;9.6;;64.6
ID_160323;312576;29/06/2021;95;;6.8;;101.8
ID_160323;366001;09/03/2022;95;;9.6;;104.6
ID_160323;370845;06/04/2022;65.5;;8.49;;73.99
ID_160323;370847;06/04/2022;22.5;;6.99;;29.49
ID_160323;399587;18/10/2022;12;;6.99;;18.99
ID_160359;367385;21/03/2022;107;-20;19.49;;106.49
ID_160646;318925;26/07/2021;62.4;;4.7;-4.7;62.4
ID_160646;391234;03/12/2022;71.2;;5.5;-5.5;71.2
ID_160658;383459;25/06/2022;102.4;-15;12.25;;99.65
ID_160658;387993;11/07/2022;52;;6.5;;58.5
ID_160658;388305;13/07/2022;39.5;;10;;49.5
ID_160658;389820;20/07/2022;94;-15;12;;91
ID_160658;393561;28/12/2022;17.5;;5.2;;22.7
ID_160826;301315;19/04/2021;10;;3.99;;13.99
ID_160826;317463;20/07/2021;62.5;-6.25;12.99;;69.24
ID_161031;298444;05/04/2021;;;;;
ID_161052;335652;04/11/2021;25;;6.8;;31.8
ID_161052;337688;10/11/2021;235;;11.2;;246.2
ID_161099;281816;21/01/2021;59.5;-11.9;7.99;;55.59
ID_161099;285530;03/02/2021;141;-15;19.49;;145.49
ID_161099;290142;22/02/2021;14;;3.99;-3.99;14
ID_161099;308717;07/06/2021;629;-25;45.49;;649.49
ID_161099;309256;11/06/2021;23.5;;3.99;-3.99;23.5
ID_161099;310142;18/06/2021;139;;19.49;;158.49
ID_161099;311456;26/06/2021;60.85;;12.99;;73.84
ID_161099;312227;28/06/2021;111.5;-15;5.99;;102.49
ID_161099;358232;31/01/2022;54.2;-10.84;8.49;;51.85
ID_161099;360530;07/02/2022;74;-15;10.49;;69.49
ID_161099;389798;20/07/2022;164.9;-32.98;31;;162.92
ID_161099;395171;14/09/2022;102;-20;17.4;;99.4
ID_161099;399515;17/10/2022;174;-20;10;;164
ID_161099;403452;14/11/2022;73;-8;10;;75
ID_161099;404182;18/11/2022;75;-15;9.49;;69.49
ID_161231;291202;26/02/2021;320;;29.99;;349.99
ID_161231;294897;19/03/2021;27.5;;3.99;;31.49
ID_161231;374561;28/04/2022;101;;9.49;;110.49
ID_161377;290747;25/02/2021;32.5;;5.99;-5.99;32.5
ID_161377;304286;12/05/2021;62.5;;9.6;;72.1
ID_161377;324830;04/09/2021;49;;9.6;;58.6
ID_161377;331672;08/10/2021;75;;12.99;;87.99
ID_161377;335890;04/11/2021;50;;8;;58
ID_161377;338182;11/11/2021;21;;4.49;;25.49
ID_161377;378763;29/05/2022;37.5;;5.99;;43.49
ID_161377;406237;01/12/2022;36;;5.99;;41.99
ID_161910;335128;03/11/2021;25;;4.7;;29.7
ID_162048;343461;26/11/2021;199;;22;;221
ID_162048;371655;08/04/2022;58;;7.2;;65.2
ID_162078;283308;25/01/2021;54.2;-10.84;4.49;;47.85
ID_162078;289246;17/02/2021;96;;5.49;;101.49
ID_162078;289911;22/02/2021;30;;3.99;-3.99;30
ID_162078;298275;05/04/2021;26.5;;4.49;;30.99
ID_162078;316208;15/07/2021;115.1;-11.51;7.99;;111.58
ID_162078;322065;13/12/2021;72.4;;5.99;;78.39
ID_162078;327254;15/09/2021;23.5;;4.49;;27.99
ID_162078;334833;02/11/2021;49.5;;5.99;;55.49
ID_162078;384592;28/06/2022;97.25;-20;12;;89.25
ID_162078;385316;30/06/2022;55.5;;8.5;;64
ID_162891;338586;12/11/2021;32;;4.49;;36.49
ID_162891;394025;03/09/2022;109;;15.99;;124.99
ID_162891;404100;17/11/2022;35;;10;;45
ID_162937;299610;11/04/2021;250;;29.99;;279.99
ID_162937;349108;30/12/2021;124;-15;12.99;;121.99
ID_162937;407924;11/12/2022;74;;8.5;;82.5
ID_162939;280098;15/01/2021;44;;3.99;;47.99
ID_162939;305818;23/05/2021;44;;3.99;;47.99
ID_162995;278222;09/01/2021;27.8;;8;;35.8
ID_162995;346515;10/12/2021;15;;6.8;;21.8
ID_163000;293635;11/03/2021;15;;4.7;;19.7
ID_163017;295563;24/03/2021;38.5;;3.99;;42.49
ID_163017;299347;10/04/2021;19;;3.49;;22.49
ID_163017;301441;21/04/2021;22.5;;3.99;;26.49
ID_163017;319062;27/07/2021;49.9;;4.99;;54.89
ID_163017;327241;15/09/2021;43.65;;5.49;;49.14
ID_163017;327954;18/09/2021;41;;5.99;;46.99
ID_163017;330108;29/09/2021;12;;3.49;;15.49
ID_163017;349899;08/01/2022;48.4;;4.49;;52.89
ID_163017;350271;09/01/2022;72.4;;12.99;;85.39
ID_163017;351856;14/01/2022;65.4;;7.99;;73.39
ID_163017;377979;24/05/2022;21.5;;4.6;;26.1
ID_163017;378361;26/05/2022;43;;5.2;;48.2
ID_163017;380925;12/06/2022;65;;7.2;;72.2
ID_163017;384651;29/06/2022;38.2;;8.49;;46.69
ID_163017;397269;30/09/2022;25.5;;7.2;;32.7
ID_163017;405136;24/11/2022;30;;5.2;;35.2
ID_163059;310320;19/06/2021;55;;8;;63
ID_163161;306349;26/05/2021;85;;29.99;;114.99
ID_163375;313681;03/07/2021;446;;84.99;;530.99
ID_163375;388784;15/07/2022;331.5;;14.5;;346
ID_163375;389612;19/07/2022;287.35;-72.47;25;;239.88
ID_163381;282759;23/01/2021;25;;3.99;;28.99
ID_163420;285967;04/02/2021;48.5;;5.99;;54.49
ID_163420;318797;26/07/2021;29;-2.9;19.49;;45.59
ID_163443;310991;22/06/2021;107;;5.99;;112.99
ID_163443;340071;17/11/2021;162;;11.2;-11.2;162
ID_163443;361727;12/02/2022;27;;4.49;;31.49
ID_163484;310718;20/06/2021;58;;4.99;;62.99
ID_163720;371610;08/04/2022;156;;19.5;;175.5
ID_163746;289735;20/02/2021;238;;8;;246
ID_163954;277472;08/01/2021;165;;29.99;;194.99
ID_163954;288525;13/02/2021;69.5;;5.49;;74.99
ID_163954;298922;08/04/2021;190;;29.99;;219.99
ID_163954;307669;02/06/2021;85;;19.49;;104.49
ID_163954;334543;31/10/2021;325;;19.49;;344.49
ID_164069;312611;29/06/2021;6.6;;3.99;;10.59
ID_164090;308047;04/06/2021;7.5;;4.7;;12.2
ID_164105;335971;04/11/2021;12.5;;3.49;;15.99
ID_164105;349012;29/12/2021;315;-15;19.49;;319.49
ID_164105;381184;14/06/2022;39;;5.99;;44.99
ID_164348;296751;29/03/2021;82.7;;11.2;;93.9
ID_164348;302236;27/04/2021;89;;6.8;;95.8
ID_164348;402500;10/11/2022;88;;8.49;;96.49
ID_164364;375687;04/05/2022;;;;;
ID_164446;366004;09/03/2022;495;;29.99;;524.99
ID_164446;370872;06/04/2022;56.35;;15;;71.35
ID_164446;371183;07/04/2022;38.9;;7.49;;46.39
ID_164645;276532;01/01/2021;160;-15;8;;153
ID_164645;324678;02/09/2021;540;;45.49;;585.49
ID_164645;396996;28/09/2022;16;;8.5;;24.5
ID_164663;349423;05/01/2022;95;;4.49;;99.49
ID_164663;373501;16/04/2022;38;;5.2;;43.2
ID_164687;297022;30/03/2021;65;;3.99;;68.99
ID_164687;328425;21/09/2021;13.5;;3.99;;17.49
ID_164687;335771;04/11/2021;45;;4.49;;49.49
ID_164687;350924;10/01/2022;19.8;;4.49;-0.5;23.79
ID_164687;369299;01/04/2022;21.9;;5.2;;27.1
ID_164727;294717;17/03/2021;27;;3.99;;30.99
ID_164727;315957;14/07/2021;14;;3.99;;17.99
ID_164968;386519;07/07/2022;85;;15.99;;100.99
ID_164984;280274;15/01/2021;25;;3.99;;28.99
ID_164984;339071;14/11/2021;18.5;;3.99;;22.49
ID_165202;287455;11/02/2021;268.9;;29.99;;298.89
ID_165405;361301;10/02/2022;39;;4.49;;43.49
ID_165405;361303;10/02/2022;18;;4.49;;22.49
ID_165405;364339;25/02/2022;20.5;;4.49;;24.99
ID_165405;370273;03/04/2022;24.5;;5.2;;29.7
ID_165648;277659;09/01/2021;50;;19.49;;69.49
ID_165648;299642;11/04/2021;135;-15;29.99;;149.99
ID_165648;302201;27/04/2021;90;;19.49;-19.49;90
ID_165648;314515;07/07/2021;67.5;;19.49;;86.99
ID_165648;324390;31/12/2021;112.5;;7.99;;120.49
ID_165648;382062;21/06/2022;272.4;;85;-85;272.4
ID_165908;296844;29/03/2021;45;;6.8;;51.8
ID_165908;342209;23/11/2021;12;;4.49;;16.49
ID_165908;342429;24/11/2021;10;;3.99;;13.99
ID_166007;395843;18/09/2022;15;;5.2;;20.2
ID_166090;281432;21/01/2021;12;;6.8;;18.8
ID_166090;292394;03/03/2021;19.5;;9.6;;29.1
ID_166090;373066;14/04/2022;17;;7.49;;24.49
ID_166378;280634;17/01/2021;15;;9.6;;24.6
ID_166378;295993;27/03/2021;11.5;;8;;19.5
ID_166378;312338;28/06/2021;43;;8;;51
ID_166378;312685;29/06/2021;105;;29.99;;134.99
ID_166378;312696;29/06/2021;35;;6.8;;41.8
ID_166463;392751;19/12/2022;45;;5.2;;50.2
ID_166495;289613;19/02/2021;15;;4.7;;19.7
ID_166495;382431;22/06/2022;49;;31;;80
ID_166495;393678;29/12/2022;49;;15.99;;64.99
ID_166495;394602;11/09/2022;29.5;;6.5;;36
ID_166495;395729;17/09/2022;195;;25;-25;195
ID_166652;407735;09/12/2022;52;;8.49;;60.49
ID_166707;332574;14/10/2021;199;-20;12.99;;191.99
ID_166707;332575;14/10/2021;267;-20;29.99;;276.99
ID_166707;332607;15/10/2021;950;-15;29.99;;964.99
ID_166707;342028;23/11/2021;506;-20;45.49;;531.49
ID_166707;348802;27/12/2021;263;-20;29.99;;272.99
ID_166707;348805;27/12/2021;540;-15;29.99;;554.99
ID_167199;282901;24/01/2021;320;;11.2;;331.2
ID_167199;282917;24/01/2021;240;;9.6;;249.6
ID_167199;282921;24/01/2021;332.5;;11.2;;343.7
ID_167199;382213;21/06/2022;255;;37.5;;292.5
ID_167199;393336;25/12/2022;340;;37.5;;377.5
ID_167216;312604;29/06/2021;9.9;;6.8;;16.7
