num_client;numero_commande;date;montant_des_produits;remise_sur_produits;montant_livraison;remise_sur_livraison;montant_total_paye
ID_266343;355562;23/01/2022;75;;12.99;;87.99
ID_266343;384346;28/06/2022;59;;20;;79
ID_2664;406483;03/12/2022;10;;4.6;;14.6
ID_266566;366663;15/03/2022;54;;9.6;;63.6
ID_266706;308748;08/06/2021;75;;6.8;;81.8
ID_266706;310922;22/06/2021;37.5;;4.7;;42.2
ID_266706;312124;27/06/2021;620;;50;;670
ID_266706;356665;27/01/2022;112.5;;8.49;;120.99
ID_266896;288413;12/02/2021;48;;5.99;;53.99
ID_267077;306447;27/05/2021;114.5;;8;;122.5
ID_267183;388794;15/07/2022;58.5;;6.5;;65
ID_267320;372045;09/04/2022;50;;6.99;;56.99
ID_267490;300348;13/04/2021;170;-25;19.49;;164.49
ID_267490;314738;08/07/2021;125;-20;12.99;;117.99
ID_267818;381671;18/06/2022;12.5;;4.6;;17.1
ID_267880;288221;12/02/2021;29;;6.8;;35.8
ID_267880;310269;19/06/2021;58;;8;;66
ID_267880;331764;09/10/2021;7;;4.7;;11.7
ID_267880;340685;18/11/2021;29;;6.8;;35.8
ID_267880;370167;03/04/2022;22.5;;6.99;;29.49
ID_267880;381140;14/06/2022;10.9;;6.99;;17.89
ID_268074;285431;02/02/2021;85;;19.49;;104.49
ID_268074;312543;29/06/2021;83.5;;19.49;;102.99
ID_268074;314182;05/07/2021;59;;19.49;;78.49
ID_268074;319058;27/07/2021;183;-18.3;29.99;-29.99;164.7
ID_268074;403646;15/11/2022;61;;7.2;;68.2
ID_268390;289276;17/02/2021;20;;4.7;;24.7
ID_268403;394209;05/09/2022;39.5;;6.5;;46
ID_269142;319671;30/07/2021;220;-22;45.49;-45.49;198
ID_269142;325208;06/09/2021;25.5;;3.99;;29.49
ID_269288;280342;15/01/2021;73;;5.49;;78.49
ID_269288;358161;30/01/2022;559.5;-111.9;44;;491.6
ID_269288;361593;11/02/2022;375;-15;53.19;;413.19
ID_269288;408573;23/12/2022;115;;12.25;;127.25
ID_269388;376491;09/05/2022;39;;5.2;;44.2
ID_269388;382117;21/06/2022;135;;39.5;;174.5
ID_269388;393385;26/12/2022;93.3;;5.99;;99.29
ID_269388;403366;14/11/2022;72;;5.2;;77.2
ID_269388;403976;16/11/2022;714;;29.5;;743.5
ID_269476;306464;27/05/2021;175;;44;;219
ID_269476;374381;26/04/2022;52;;5.99;;57.99
ID_269476;379846;05/06/2022;68;;8.49;;76.49
ID_269669;285418;02/02/2021;78.7;;12;;90.7
ID_269669;295529;23/03/2021;40;;3.99;;43.99
ID_269669;296899;29/03/2021;46.9;;8;;54.9
ID_269669;341865;22/11/2021;17;;3.49;;20.49
ID_269669;344879;02/12/2021;29;;6.8;;35.8
ID_269669;372202;10/04/2022;85;;15.99;;100.99
ID_269669;376649;10/05/2022;149;;22.5;;171.5
ID_269669;379345;03/06/2022;85;;15.99;;100.99
ID_269703;306348;26/05/2021;407;-168.5;58;;296.5
ID_270047;324184;28/12/2021;180;;9.99;;189.99
ID_270047;329674;27/09/2021;25.5;;5.99;;31.49
ID_270153;296111;27/03/2021;587;;65;;652
ID_270153;296220;27/03/2021;254;;44;;298
ID_270153;299509;11/04/2021;220;-15;44;;249
ID_270236;338742;13/11/2021;18.5;;3.99;;22.49
ID_270292;317822;22/07/2021;27;;3.49;;30.49
ID_270292;392503;16/12/2022;68;;5.5;-5.5;68
ID_270654;369088;31/03/2022;5.9;;6.99;;12.89
ID_270752;385647;02/07/2022;13;;5.2;;18.2
ID_27077;306420;27/05/2021;;;;5.49;5.49
ID_27077;307348;31/05/2021;15;;3.99;;18.99
ID_270984;294153;14/03/2021;;;;;
ID_270984;330703;02/10/2021;18;;5.99;;23.99
ID_271026;293280;09/03/2021;117;;11.2;;128.2
ID_271026;293281;09/03/2021;95;;29.99;;124.99
ID_271265;297923;03/04/2021;38;;8;;46
ID_271524;303511;06/05/2021;543;;84.99;;627.99
ID_271556;326929;14/09/2021;55;;4.99;;59.99
ID_271556;332587;14/10/2021;600;-15;45.49;;630.49
ID_271556;338202;11/11/2021;195;-15;19.49;;199.49
ID_271556;401156;02/11/2022;694;-20;32;-32;674
ID_271556;406868;04/12/2022;39;;6.5;;45.5
ID_271622;337539;09/11/2021;26.5;;4.49;;30.99
ID_271637;372118;09/04/2022;310;;25;-25;310
ID_271637;372121;09/04/2022;29;;5.2;;34.2
ID_271740;276564;01/01/2021;410;-15;8;;403
ID_271740;276565;01/01/2021;55;;6.8;;61.8
ID_271740;365164;02/03/2022;49;;12.99;;61.99
ID_271740;365167;02/03/2022;53;;6.8;;59.8
ID_271740;390211;22/07/2022;119;;10;;129
ID_272043;301840;24/04/2021;150;-25;8;;133
ID_272043;301874;24/04/2021;139;-25;4.49;;118.49
ID_272043;333915;29/10/2021;25;;9.6;;34.6
ID_272050;375317;02/05/2022;465;;29.5;;494.5
ID_272050;407334;06/12/2022;37;;5.2;;42.2
ID_272128;337456;09/11/2021;35;;4.7;;39.7
ID_272128;337565;09/11/2021;24;;4.7;;28.7
ID_272197;327400;16/09/2021;184;;29.99;;213.99
ID_272197;332442;14/10/2021;89;;19.49;;108.49
ID_272241;320753;06/12/2021;30;;4.7;;34.7
ID_272241;395604;16/09/2022;65;;12;;77
ID_272275;297266;31/03/2021;315;-110;45.49;;250.49
ID_272275;369128;31/03/2022;318;;25;;343
ID_272275;387105;08/07/2022;79.6;-15.92;14.5;;78.18
ID_272329;380959;12/06/2022;76;;8.49;;84.49
ID_272645;280240;15/01/2021;32;;8;;40
ID_272645;289028;16/02/2021;91;;11.2;;102.2
ID_272645;303233;05/05/2021;25;;6.8;;31.8
ID_272676;292373;03/03/2021;445;;53.19;-53.19;445
ID_272676;292377;03/03/2021;359;;29.99;;388.99
ID_272795;281423;21/01/2021;325;;29.99;-29.99;325
ID_272795;308244;05/06/2021;315;;5.99;;320.99
ID_272795;348437;23/12/2021;178;;29.99;;207.99
ID_272795;381851;21/06/2022;101;;12.25;;113.25
ID_272945;352552;16/01/2022;67.3;;9.6;;76.9
ID_272945;378667;28/05/2022;25;;4.2;;29.2
ID_272945;395325;15/09/2022;155;;17.4;;172.4
ID_273246;407238;06/12/2022;28;;6.5;;34.5
ID_273248;293518;11/03/2021;149.5;;12.8;;162.3
ID_273248;324883;04/09/2021;84;;6.8;;90.8
ID_273248;324885;04/09/2021;49;;9.6;;58.6
ID_273248;375631;04/05/2022;25;;8.99;;33.99
ID_273491;284682;31/01/2021;237;;12.99;;249.99
ID_273635;331292;05/10/2021;165;;11.2;;176.2
ID_273635;332336;13/10/2021;68.5;;8;;76.5
ID_273635;343669;27/11/2021;21.9;;6.8;;28.7
ID_273635;350669;10/01/2022;21.4;;8;;29.4
ID_273635;356008;24/01/2022;142.5;-15;8;;135.5
ID_273635;373228;15/04/2022;147;;10;;157
ID_273635;376903;12/05/2022;;;;;
ID_273635;390805;27/07/2022;52.7;;12;;64.7
ID_273635;393228;24/12/2022;81;;10;;91
ID_274066;294823;18/03/2021;30;;6.8;;36.8
ID_274066;364711;27/02/2022;69;;4.99;;73.99
ID_274114;382327;22/06/2022;19.9;;15;;34.9
ID_274114;384665;29/06/2022;26.85;;5.99;;32.84
ID_274114;395463;16/09/2022;;;5.99;;5.99
ID_274159;344031;29/11/2021;83;;4.99;;87.99
ID_274159;344032;29/11/2021;6.95;;3.49;;10.44
ID_274159;344033;29/11/2021;62;;9.99;;71.99
ID_274159;344034;29/11/2021;30;;5.99;;35.99
ID_274254;308327;05/06/2021;75;;6.8;;81.8
ID_274254;398766;13/10/2022;29;;7.49;;36.49
ID_274462;285979;04/02/2021;47;;3.99;;50.99
ID_274462;316571;17/07/2021;108;-15;8;;101
ID_274462;339833;16/11/2021;192;-15;8;;185
ID_274603;301000;17/04/2021;85;;19.49;;104.49
ID_274727;290929;26/02/2021;295;;29.99;;324.99
ID_274727;340874;19/11/2021;24.9;;8;;32.9
ID_274742;287599;11/02/2021;29;;6.8;;35.8
ID_274779;296988;30/03/2021;30;;8;;38
ID_274779;355602;23/01/2022;22.5;;4.49;;26.99
ID_274779;368610;28/03/2022;472;;74.99;;546.99
ID_274779;372462;11/04/2022;85;;15.99;;100.99
ID_274800;279011;11/01/2021;209;-83.99;4.99;;130
ID_274800;369618;02/04/2022;129;-44;15.99;;100.99
ID_274808;282640;23/01/2021;102;-20.4;5.99;;87.59
ID_274808;355148;22/01/2022;54.7;-10.94;6.49;;50.25
ID_274808;355151;22/01/2022;12.5;-2.5;3.99;;13.99
ID_274808;358760;01/02/2022;46;;6.49;;52.49
ID_274808;361218;10/02/2022;17;;5.49;;22.49
ID_274835;340590;18/11/2021;46.5;;5.99;;52.49
ID_274835;369692;02/04/2022;131.95;;9.49;;141.44
ID_274835;405451;27/11/2022;88;;10;;98
ID_274835;406474;03/12/2022;17;;6.5;-0.51;17
ID_275051;330289;30/09/2021;25.5;;11.2;;36.7
ID_275051;347674;17/12/2021;25;;6.8;;31.8
ID_275051;355417;23/01/2022;45;;11.2;;56.2
ID_275051;367852;25/03/2022;38;;5.99;;43.99
ID_275051;377223;15/05/2022;45;;5.2;;50.2
ID_275051;381725;19/06/2022;49;;16.5;;65.5
ID_275051;394489;08/09/2022;30;;7.2;;37.2
ID_275051;401434;04/11/2022;69;;5.99;;74.99
ID_275070;289535;19/02/2021;58;;4.99;;62.99
ID_275072;300003;12/04/2021;75;-58.49;19.49;;36
ID_275072;330320;30/09/2021;23.5;-8.5;3.99;-3.99;15
ID_275072;330868;02/10/2021;11;-2.5;6.8;-6.8;8.5
ID_275072;346573;10/12/2021;25;;6.8;-6.8;25
ID_275072;350708;10/01/2022;23.5;;4.7;;28.2
ID_275072;357206;28/01/2022;28.5;;4.7;-0.71;28.5
ID_275072;373822;19/04/2022;40;-14;5.2;-5.2;26
ID_275072;388029;11/07/2022;555;-555;44.99;-44.99;
ID_275108;334945;02/11/2021;272.65;;19.49;-3.49;288.65
ID_275108;338280;12/11/2021;156;;19.49;-3.49;172
ID_275108;340210;17/11/2021;124;-15;12.8;;121.8
ID_275108;388228;12/07/2022;194.85;;12;;206.85
ID_275108;391916;10/12/2022;160;;12;;172
ID_275118;291325;26/02/2021;220;-20;29.99;;229.99
ID_275118;317803;22/07/2021;180;;44;;224
ID_275118;344995;02/12/2021;356;;44;;400
ID_275118;356623;27/01/2022;181;;5.49;;186.49
ID_275118;382701;23/06/2022;110;;44.99;;154.99
ID_275118;393366;26/12/2022;128;;10;;138
ID_275118;394314;06/09/2022;258;;31;;289
ID_275118;396445;22/09/2022;109;-15;22.5;;116.5
ID_275118;398739;12/10/2022;58;;8.5;;66.5
ID_275194;346014;08/12/2021;55;;9.99;;64.99
ID_275194;364943;01/03/2022;8;;4.7;;12.7
ID_275194;401069;01/11/2022;64;;6.99;;70.99
ID_275334;355653;23/01/2022;285;-57;19.49;;247.49
ID_275334;396375;21/09/2022;290;-20;31;;301
ID_275402;353431;17/01/2022;9.5;-1.9;4.49;;12.09
ID_275402;403490;14/11/2022;35;;4.6;;39.6
ID_275835;288651;13/02/2021;58;;4.99;;62.99
ID_276151;293043;07/03/2021;207;;29.99;;236.99
ID_276191;305175;19/05/2021;111.95;;4.7;-4.7;111.95
ID_276249;360477;07/02/2022;89;-20;15.99;;84.99
ID_276315;285676;03/02/2021;121;;5.99;;126.99
ID_276315;306986;30/05/2021;;;;;
ID_276315;324072;27/12/2021;25;;3.99;;28.99
ID_276315;362547;18/02/2022;26;;4.49;;30.49
ID_276315;372576;12/04/2022;76;;8.49;;84.49
ID_276315;381795;20/06/2022;39.5;;5.2;;44.7
ID_276345;385440;01/07/2022;;;;;
ID_276345;385445;01/07/2022;12;;5.99;;17.99
ID_276345;389373;17/07/2022;25;-5;12.25;;32.25
ID_276379;296729;28/03/2021;50;;8;;58
ID_276379;330327;30/09/2021;42;;6.8;;48.8
ID_276379;373287;16/04/2022;38;;7.49;;45.49
ID_276568;318788;25/07/2021;22.5;-2.25;12.99;;33.24
ID_276568;407117;05/12/2022;37;;5.2;;42.2
ID_276570;313015;30/06/2021;29;;12.99;;41.99
ID_276570;338428;12/11/2021;125;-20;19.49;;124.49
ID_276601;300488;14/04/2021;160;;19.49;;179.49
ID_276618;296897;29/03/2021;9.8;;4.49;;14.29
ID_276618;344777;02/12/2021;;;;;
ID_276618;373489;16/04/2022;89;;15.99;;104.99
ID_276618;384443;28/06/2022;21;;5.5;;26.5
ID_276659;379674;04/06/2022;155;;22.5;;177.5
ID_276729;301448;21/04/2021;590;;45.49;;635.49
ID_276729;301450;21/04/2021;23.5;;8;;31.5
ID_276729;301707;23/04/2021;735;;29.99;-14.99;750
ID_276729;403201;13/11/2022;50;;8.49;;58.49
ID_276866;283032;24/01/2021;37.5;;4.49;;41.99
ID_276866;291959;28/02/2021;40;;7.99;-7.99;40
ID_276866;293901;13/03/2021;31.5;;3.99;;35.49
ID_276866;303158;04/05/2021;39;;3.99;;42.99
ID_276866;305052;18/05/2021;399;;12.99;;411.99
ID_276991;309149;10/06/2021;99;-25;3.99;;77.99
ID_277122;277006;05/01/2021;37;;4.49;;41.49
ID_277122;290336;23/02/2021;26;;3.99;-3.99;26
ID_277122;378159;25/05/2022;45;;5.2;;50.2
ID_277162;359373;03/02/2022;24;;6.8;;30.8
ID_277162;359374;03/02/2022;67;;8;;75
ID_277162;359376;03/02/2022;39;;6.8;;45.8
ID_277162;359694;04/02/2022;105;;8;;113
ID_277162;363756;23/02/2022;259;;19.49;;278.49
ID_277281;365572;06/03/2022;34;;8;;42
ID_277281;367661;23/03/2022;37;;8;;45
ID_277316;318546;25/07/2021;89;;58;;147
ID_277353;406415;03/12/2022;162.5;;14.5;;177
ID_277535;291923;28/02/2021;480;-15;50;;515
ID_277535;386831;08/07/2022;33.5;;12;;45.5
ID_277543;292665;05/03/2021;69;;19.49;;88.49
ID_277543;309313;12/06/2021;72.5;;8;;80.5
ID_277543;331091;04/10/2021;46.5;;8;;54.5
ID_277543;349239;02/01/2022;42;;4.7;;46.7
ID_277543;397725;06/10/2022;90;;8.5;;98.5
ID_277679;296299;27/03/2021;11.8;;3.99;;15.79
ID_277679;333283;21/10/2021;25;;3.99;;28.99
ID_277679;351743;13/01/2022;24.5;;3.99;;28.49
ID_277679;378798;29/05/2022;129;-15;25;;139
ID_277766;303790;09/05/2021;59;;4.49;;63.49
ID_277766;327062;15/09/2021;23.7;;4.49;;28.19
ID_277766;374338;26/04/2022;29;;4.6;;33.6
ID_277766;403822;16/11/2022;8;;5.5;;13.5
ID_277828;293840;12/03/2021;48;;5.99;;53.99
ID_277828;296512;28/03/2021;61.5;;4.99;;66.49
ID_277828;307266;30/05/2021;18.5;;3.99;;22.49
ID_277879;304676;14/05/2021;129;;12.99;;141.99
ID_277879;322898;20/12/2021;195;;45.49;;240.49
ID_277920;318884;26/07/2021;33.6;;4.7;-4.7;33.6
ID_277920;349524;06/01/2022;199;;29.99;;228.99
ID_278090;293567;11/03/2021;60;;8;;68
ID_278090;324894;04/09/2021;69;;12.99;;81.99
ID_278090;343090;25/11/2021;475;;29.99;;504.99
ID_278090;379683;04/06/2022;95;;15.99;;110.99
ID_278090;397163;29/09/2022;59;;8.5;;67.5
ID_278090;402587;10/11/2022;79;;8.5;;87.5
ID_278090;406456;03/12/2022;100;-15;12;;97
ID_278093;287348;10/02/2021;56;;4.99;-4.99;56
ID_278093;291243;26/02/2021;135;-15;29.99;;149.99
ID_278093;306013;24/05/2021;116;-15;9.99;;110.99
ID_278093;312634;29/06/2021;162.5;;29.99;-29.99;162.5
ID_278093;371904;09/04/2022;310;;25;-25;310
ID_278093;379472;03/06/2022;155;;17.4;;172.4
ID_278093;390395;24/07/2022;29;;5.99;;34.99
ID_278093;393466;27/12/2022;30;;8.49;;38.49
ID_278309;304786;16/05/2021;25;;3.99;;28.99
ID_27961;280989;19/01/2021;44;;3.99;;47.99
ID_27961;290123;22/02/2021;32;;4.99;-4.99;32
ID_27961;292292;02/03/2021;69.5;;3.99;;73.49
ID_27961;293039;07/03/2021;85;;4.49;;89.49
ID_27961;304994;17/05/2021;68;;3.99;;71.99
ID_27961;379713;04/06/2022;64;;8.49;;72.49
ID_28085;296811;29/03/2021;39.5;;6.8;;46.3
ID_28085;299511;11/04/2021;75;;19.49;;94.49
ID_28085;306835;29/05/2021;42.45;;3.99;;46.44
ID_284;400046;22/10/2022;218;-98;31;-31;120
ID_28977;277517;09/01/2021;59.6;;19.49;;79.09
ID_28977;324973;04/09/2021;31;;4.7;;35.7
ID_28977;386444;07/07/2022;396;;66;;462
ID_290085;326239;12/09/2021;29;;6.8;;35.8
ID_29056;290836;26/02/2021;75;;19.49;;94.49
ID_29056;313436;02/07/2021;59;;19.49;;78.49
ID_29056;334345;31/10/2021;48;;8;;56
ID_29056;335424;03/11/2021;15;;6.8;;21.8
ID_29056;401738;06/11/2022;35;;5.5;;40.5
ID_2914;300350;13/04/2021;175;;29.99;;204.99
ID_29221;333511;25/10/2021;42;;8;;50
ID_2976;401438;04/11/2022;68;;5.2;;73.2
ID_29850;281654;21/01/2021;36;-7.2;4.49;;33.29
ID_29850;282521;23/01/2021;25;;3.99;;28.99
ID_29850;302395;29/04/2021;12;;12.99;-12.99;12
ID_298710;402484;09/11/2022;18;;5.2;;23.2
ID_298837;290818;26/02/2021;250;;29.99;;279.99
ID_298837;342050;23/11/2021;89;;19.49;;108.49
ID_298837;405713;29/11/2022;35;;5.2;;40.2
ID_300086;343579;27/11/2021;89;;19.49;;108.49
ID_302750;286671;08/02/2021;27;;3.99;;30.99
ID_303667;406859;04/12/2022;39;;6.5;;45.5
ID_30514;361007;09/02/2022;39;;4.49;;43.49
ID_30549;387788;10/07/2022;220;;25;-25;220
ID_30549;398208;09/10/2022;58;;7.2;;65.2
ID_30549;398368;10/10/2022;29;;5.2;-5.2;29
ID_3060;349140;30/12/2021;32;;3.99;;35.99
ID_30630;323097;21/12/2021;12.5;;3.49;;15.99
ID_30630;335027;03/11/2021;30;;3.99;;33.99
ID_30630;382284;22/06/2022;30.5;;12;;42.5
ID_30630;392306;14/12/2022;59;;8.99;;67.99
ID_306791;294481;15/03/2021;83;;4.99;;87.99
ID_306791;305572;21/05/2021;72;;5.49;;77.49
ID_306791;365000;01/03/2022;59;;4.49;;63.49
ID_306791;393145;23/12/2022;88;;5.2;;93.2
ID_306791;403814;16/11/2022;38.5;;5.99;;44.49
ID_30690;279372;12/01/2021;460.6;;29.99;;490.59
ID_30690;396355;21/09/2022;299;;17.5;;316.5
ID_307;326618;13/09/2021;739;-73.9;53.19;-53.19;665.1
ID_307;334673;01/11/2021;77;;12.99;;89.99
ID_307;362366;17/02/2022;59;;12.99;;71.99
ID_307;384808;29/06/2022;12;;6.99;;18.99
ID_307;387309;09/07/2022;54.5;;12.99;;67.49
ID_307;394848;13/09/2022;98;;15.99;;113.99
ID_307;404905;22/11/2022;39;;6.5;;45.5
ID_307;404908;22/11/2022;24;;12.99;;36.99
ID_307034;289723;20/02/2021;19;;3.99;;22.99
ID_307034;316688;18/07/2021;19;;3.99;;22.99
ID_307034;323144;21/12/2021;25;;3.99;;28.99
ID_30737;291264;26/02/2021;135;;29.99;;164.99
ID_30777;319231;28/07/2021;15.95;;4.7;-4.7;15.95
ID_30777;349175;31/12/2021;57;;4.7;-4.7;57
ID_30962;295674;25/03/2021;32;;6.8;;38.8
ID_30962;356379;26/01/2022;68;;8;;76
ID_311176;324644;02/09/2021;32;;4.99;;36.99
ID_31129;322488;18/12/2021;78.4;;4.7;-4.7;78.4
ID_31129;339744;16/11/2021;82;;4.7;-4.7;82
ID_31135;301904;25/04/2021;67;;8;;75
ID_31135;400388;26/10/2022;103;;12.99;;115.99
ID_311932;337455;09/11/2021;46.5;;14.4;;60.9
ID_311932;346893;12/12/2021;83.7;;4.7;-4.7;83.7
ID_311932;367472;22/03/2022;39;;6.8;;45.8
ID_311932;399738;19/10/2022;24;;6.5;;30.5
ID_31270;286598;08/02/2021;424;;29.99;;453.99
ID_312756;290931;26/02/2021;75;;19.49;;94.49
ID_312756;348333;23/12/2021;89;;19.49;;108.49
ID_312756;358413;01/02/2022;77;;5.99;;82.99
ID_312756;390775;27/07/2022;129;;8.49;;137.49
ID_31421;279808;14/01/2021;70;;8;;78
ID_314977;401326;03/11/2022;65;;6.5;;71.5
ID_31502;372204;10/04/2022;419;;25;-25;419
ID_316427;355945;24/01/2022;29.95;;4.99;;34.94
ID_316873;316247;15/07/2021;49;-4.9;3.99;;48.09
ID_316873;350749;10/01/2022;35;;3.99;;38.99
ID_316873;352980;17/01/2022;23;;8.49;;31.49
ID_31853;300249;12/04/2021;38;;6.8;;44.8
ID_31853;376315;08/05/2022;52.5;;7.49;;59.99
ID_31853;403602;15/11/2022;17.5;;6.5;;24
ID_31853;407089;05/12/2022;20;;6.5;;26.5
ID_318904;303048;03/05/2021;17;;4.49;;21.49
ID_318904;311405;25/06/2021;15.9;;3.99;;19.89
ID_319336;339989;17/11/2021;40;;5.49;;45.49
ID_319336;358775;01/02/2022;327;;29.99;;356.99
ID_319336;374422;27/04/2022;17.5;;6.99;;24.49
ID_319336;377431;17/05/2022;90;;8.49;;98.49
ID_319336;384707;29/06/2022;41;;8.49;;49.49
ID_319336;385517;01/07/2022;39;;8.49;;47.49
ID_319341;303436;06/05/2021;22;;3.99;;25.99
ID_319341;303438;06/05/2021;10;;3.99;-3.49;10.5
ID_319341;388317;13/07/2022;35;;6.5;;41.5
ID_319413;290048;22/02/2021;35;;7.99;-7.99;35
ID_319413;294802;18/03/2021;;;;;
ID_319413;322922;20/12/2021;120;;29.99;;149.99
ID_319413;396926;27/09/2022;20.5;;5.2;;25.7
ID_319453;334280;30/10/2021;35;;6.8;;41.8
ID_319496;281778;21/01/2021;73;;4.99;;77.99
ID_319496;399706;19/10/2022;24;;6.5;;30.5
ID_319547;284386;30/01/2021;14.9;-2.98;12.99;;24.91
ID_319547;288263;12/02/2021;18;;3.99;;21.99
ID_319682;297071;30/03/2021;55;;3.99;;58.99
ID_319682;297105;30/03/2021;63.5;;5.99;;69.49
ID_319682;297116;30/03/2021;24;;3.99;;27.99
ID_319682;300784;16/04/2021;50.4;;3.99;;54.39
ID_319682;341163;20/11/2021;44;;3.99;;47.99
ID_319796;290118;22/02/2021;146.5;;9.99;-9.99;146.5
ID_319796;301741;23/04/2021;37.5;;;;37.5
ID_319875;366182;10/03/2022;89;;4.99;;93.99
ID_320164;342668;24/11/2021;24;;4.99;;28.99
ID_320171;310255;19/06/2021;29;;6.8;;35.8
ID_320212;317407;20/07/2021;150;;11.2;;161.2
ID_320332;398017;08/10/2022;29;;6.5;;35.5
ID_320464;395874;18/09/2022;113;;25;;138
ID_320464;396460;22/09/2022;24;;25;-25;24
ID_320495;317578;21/07/2021;15;;5.49;;20.49
ID_320495;375449;03/05/2022;69;;11;;80
ID_320561;386436;07/07/2022;150;-15;17.4;-17.4;135
ID_320682;276566;01/01/2021;17.5;;3.99;;21.49
ID_320682;281869;21/01/2021;15;-3;3.99;;15.99
ID_320682;296977;30/03/2021;15;;3.99;;18.99
ID_320836;286614;08/02/2021;127;-15;4.49;;116.49
ID_320836;304607;14/05/2021;121;-15;3.99;;109.99
ID_320836;358266;31/01/2022;55;;4.99;;59.99
ID_320845;392356;14/12/2022;35;;5.5;;40.5
ID_320920;284956;01/02/2021;68.5;;3.99;;72.49
ID_320920;308187;05/06/2021;36;;4.49;;40.49
ID_321039;298512;06/04/2021;115;;19.49;;134.49
ID_321039;303987;10/05/2021;;;;;
ID_321039;307807;03/06/2021;369;;45.49;;414.49
ID_321039;313065;30/06/2021;78;;29.99;;107.99
ID_321260;305349;20/05/2021;765;;84.99;;849.99
ID_321260;307819;03/06/2021;425;-15;45.49;;455.49
ID_321260;317552;21/07/2021;257;;5.49;;262.49
ID_321260;318500;25/07/2021;300;;29.99;;329.99
ID_321260;325527;09/09/2021;938;;12.99;-12.99;938
ID_321260;326168;12/09/2021;60.5;;5.49;;65.99
ID_321260;335062;03/11/2021;70;;3.99;;73.99
ID_321260;343553;27/11/2021;111;-15;4.49;;100.49
ID_321260;364622;27/02/2022;188;;6.49;;194.49
ID_321260;392434;15/12/2022;645;;37.5;;682.5
ID_321332;341518;21/11/2021;21;;6.8;;27.8
ID_321332;374079;22/04/2022;41;;5.2;-5.2;41
ID_321332;381586;17/06/2022;49;;5.99;;54.99
ID_321332;385878;04/07/2022;38;;5.2;;43.2
ID_321332;386226;06/07/2022;507;;22.5;;529.5
ID_321332;395991;19/09/2022;210;;31;;241
ID_321332;405443;27/11/2022;77;;12;;89
ID_321474;282845;24/01/2021;110.5;;8;;118.5
ID_321474;376381;09/05/2022;59;;15;;74
ID_321474;377820;21/05/2022;175.5;;16.5;;192
ID_321474;393551;28/12/2022;15;;7.49;;22.49
ID_321474;393653;29/12/2022;29;;5.2;;34.2
ID_321474;406079;01/12/2022;37.5;;6.5;;44
ID_321777;285055;01/02/2021;47;;6.8;;53.8
ID_321777;292014;28/02/2021;14;;6.8;;20.8
ID_321777;312304;28/06/2021;12.5;;4.7;;17.2
ID_321777;317042;18/07/2021;20.5;;6.8;;27.3
ID_322144;404647;20/11/2022;17;;5.99;;22.99
ID_322474;307916;03/06/2021;125;;11.2;;136.2
ID_322474;320971;06/12/2021;72;;8;;80
ID_322474;322751;20/12/2021;130;-15;19.49;;134.49
ID_322474;331079;04/10/2021;54;;6.8;;60.8
ID_322474;374152;23/04/2022;135;;12;;147
ID_322474;384495;28/06/2022;64;;15.99;;79.99
ID_322474;397486;04/10/2022;54;;12;;66
ID_322515;341975;23/11/2021;450;;29.99;;479.99
ID_322515;342043;23/11/2021;45;;6.8;;51.8
ID_3228;282988;24/01/2021;37.5;;4.49;;41.99
ID_3228;293296;09/03/2021;18;;8;;26
ID_3228;305455;20/05/2021;52;;5.99;;57.99
ID_3228;324567;01/09/2021;218;;7.99;;225.99
ID_3228;343748;27/11/2021;44;;9.99;;53.99
ID_3228;380298;08/06/2022;27.5;;5.99;;33.49
ID_323010;319042;27/07/2021;64.5;-6.45;19.49;;77.54
ID_323016;304463;13/05/2021;149;;6.8;;155.8
ID_323016;356440;26/01/2022;55;;6.8;;61.8
ID_323016;381301;15/06/2022;17.5;;5.2;;22.7
ID_323469;280156;15/01/2021;9.8;;4.49;;14.29
ID_323514;346732;11/12/2021;179;-20;12.99;;171.99
ID_323647;279119;12/01/2021;51;;9.6;;60.6
ID_323647;295906;27/03/2021;39;;8;;47
ID_323647;300153;12/04/2021;37.2;;4.7;;41.9
ID_323647;301279;19/04/2021;78;;14.4;;92.4
ID_323647;350051;08/01/2022;39;;8;;47
ID_323647;358539;01/02/2022;80;;14.4;;94.4
ID_323726;312355;28/06/2021;10;;4.7;;14.7
ID_323726;341927;23/11/2021;150;-20;19.49;;149.49
ID_323726;365422;05/03/2022;155;-20;19.49;;154.49
ID_323726;398475;11/10/2022;95;;12.99;;107.99
ID_323787;310728;20/06/2021;60.5;;4.49;-4.49;60.5
ID_324043;286906;09/02/2021;222;;8;;230
ID_324043;290224;23/02/2021;42;;8;;50
ID_324073;342879;25/11/2021;63.7;;4.99;;68.69
ID_324073;345525;05/12/2021;102;-15;5.99;;92.99
ID_324073;357214;28/01/2022;158;-15;19.49;;162.49
ID_324073;359060;02/02/2022;48;;5.99;;53.99
ID_324073;381517;16/06/2022;53.5;;5.2;;58.7
ID_324088;318331;24/07/2021;176;-17.6;29.99;-29.99;158.4
ID_324088;386019;05/07/2022;112.65;-15;15;;112.65
ID_324126;280766;18/01/2021;109;;12.99;;121.99
ID_324441;297293;31/03/2021;12.95;;3.49;;16.44
ID_324484;304584;14/05/2021;75;;29;-29;75
ID_324484;304591;14/05/2021;15.95;;4.7;-4.7;15.95
